Id,SalePrice
1461,122259.0
1462,163123.0
1463,184074.0
1464,199435.0
1465,192149.0
1466,173386.0
1467,177588.0
1468,164874.0
1469,189398.0
1470,122881.0
1471,190117.0
1472,97234.0
1473,97458.0
1474,146466.0
1475,113665.0
1476,364226.0
1477,251135.0
1478,283828.0
1479,278839.0
1480,692685.675
1481,328011.0
1482,207617.0
1483,176356.0
1484,163172.0
1485,181310.0
1486,194853.0
1487,330070.0
1488,239674.0
1489,198482.0
1490,237099.0
1491,192583.0
1492,91874.0
1493,183692.0
1494,288953.0
1495,283679.0
1496,238666.0
1497,180340.0
1498,167504.0
1499,162323.0
1500,157823.0
1501,179885.0
1502,146052.0
1503,293397.0
1504,241846.0
1505,227693.0
1506,189081.0
1507,257996.0
1508,201665.0
1509,161376.0
1510,145030.0
1511,148620.0
1512,172429.0
1513,147388.0
1514,157457.0
1515,195677.0
1516,152020.0
1517,167124.0
1518,128584.0
1519,217746.0
1520,131421.0
1521,135191.0
1522,175912.0
1523,115413.0
1524,125835.0
1525,124984.0
1526,113331.0
1527,106624.0
1528,137064.0
1529,151421.0
1530,183935.0
1531,107912.0
1532,94653.0
1533,149948.0
1534,121368.0
1535,148301.0
1536,107627.0
1537,25007.099040000005
1538,160015.0
1539,195245.0
1540,93729.0
1541,141984.0
1542,140420.0
1543,198007.0
1544,83074.0
1545,114783.0
1546,131838.0
1547,133769.0
1548,135626.0
1549,116939.0
1550,133853.0
1551,105754.0
1552,142680.0
1553,150469.0
1554,120509.0
1555,161934.0
1556,86423.0
1557,103674.0
1558,100653.0
1559,73448.0
1560,125684.0
1561,132807.0
1562,128769.0
1563,122850.0
1564,157980.0
1565,148138.0
1566,239817.0
1567,76185.0
1568,233440.0
1569,132609.0
1570,136890.0
1571,114407.0
1572,145207.0
1573,243133.0
1574,118532.0
1575,228585.0
1576,248327.0
1577,182370.0
1578,146838.0
1579,145621.0
1580,191777.0
1581,154783.0
1582,126564.0
1583,314464.0
1584,221006.0
1585,139744.0
1586,68846.0
1587,102048.0
1588,154269.0
1589,98668.0
1590,134409.0
1591,95642.0
1592,115173.0
1593,124867.0
1594,134338.0
1595,106973.0
1596,225837.0
1597,188431.0
1598,215432.0
1599,165814.0
1600,157808.0
1601,64126.0
1602,116314.0
1603,79428.0
1604,264109.0
1605,243002.0
1606,168594.0
1607,169723.0
1608,210111.0
1609,182059.0
1610,151464.0
1611,135529.0
1612,170385.0
1613,165180.0
1614,127001.0
1615,90396.0
1616,77376.0
1617,92314.0
1618,126118.0
1619,141907.0
1620,158090.0
1621,138781.0
1622,140693.0
1623,272486.0
1624,214020.0
1625,120969.0
1626,166353.0
1627,192492.0
1628,283706.0
1629,176772.0
1630,363075.0
1631,222615.0
1632,242844.0
1633,168006.0
1634,185984.0
1635,175195.0
1636,152802.0
1637,199957.0
1638,183757.0
1639,184791.0
1640,258020.0
1641,179846.0
1642,236001.0
1643,218550.0
1644,234387.0
1645,200167.0
1646,159715.0
1647,158444.0
1648,130020.0
1649,139944.0
1650,114556.0
1651,121572.0
1652,97782.0
1653,103106.0
1654,143967.0
1655,140962.0
1656,140713.0
1657,146194.0
1658,143347.0
1659,123415.0
1660,153780.0
1661,454801.0
1662,401146.0
1663,377276.0
1664,710260.1990000001
1665,305194.0
1666,328182.0
1667,380389.0
1668,337717.0
1669,296748.0
1670,341836.0
1671,264592.0
1672,452039.0
1673,293071.0
1674,243234.0
1675,193744.0
1676,194651.0
1677,219735.0
1678,507238.0
1679,394102.0
1680,339817.0
1681,241692.0
1682,306794.0
1683,182754.0
1684,170521.0
1685,170619.0
1686,168944.0
1687,166988.0
1688,190031.0
1689,192360.0
1690,193122.0
1691,181060.0
1692,261540.0
1693,165750.0
1694,181682.0
1695,163473.0
1696,274206.0
1697,169745.0
1698,345679.0
1699,311944.0
1700,251640.0
1701,268249.0
1702,249528.0
1703,244631.0
1704,286314.0
1705,233006.0
1706,444162.0
1707,214015.0
1708,202797.0
1709,271204.0
1710,222456.0
1711,268011.0
1712,262761.0
1713,275609.0
1714,225519.0
1715,206787.0
1716,181941.0
1717,171096.0
1718,135156.0
1719,206128.0
1720,239420.0
1721,161965.0
1722,124917.0
1723,154976.0
1724,208955.0
1725,238530.0
1726,184126.0
1727,154387.0
1728,173939.0
1729,165755.0
1730,152141.0
1731,121979.0
1732,132211.0
1733,116809.0
1734,123552.0
1735,126509.0
1736,113742.0
1737,309291.0
1738,240061.0
1739,259994.0
1740,225940.0
1741,193978.0
1742,175140.0
1743,175575.0
1744,317255.0
1745,218118.0
1746,182698.0
1747,216711.0
1748,229801.0
1749,146472.0
1750,127396.0
1751,240221.0
1752,120207.0
1753,147673.0
1754,196177.0
1755,169620.0
1756,132904.0
1757,122499.0
1758,144474.0
1759,158870.0
1760,162706.0
1761,144510.0
1762,180131.0
1763,176405.0
1764,116011.0
1765,167565.0
1766,185966.0
1767,223922.0
1768,143867.0
1769,173281.0
1770,150858.0
1771,124063.0
1772,134805.0
1773,127698.0
1774,138412.0
1775,141975.0
1776,126885.0
1777,110931.0
1778,139270.0
1779,117368.0
1780,173230.0
1781,127900.0
1782,88942.0
1783,145209.0
1784,110731.0
1785,122943.0
1786,150320.0
1787,164427.0
1788,57139.0
1789,97619.0
1790,79757.0
1791,183964.0
1792,160844.0
1793,126719.0
1794,152150.0
1795,135774.0
1796,123885.0
1797,115797.0
1798,124404.0
1799,115461.0
1800,130210.0
1801,131098.0
1802,126850.0
1803,149190.0
1804,138548.0
1805,134720.0
1806,123695.0
1807,127982.0
1808,118382.0
1809,122156.0
1810,140004.0
1811,90004.0
1812,98472.0
1813,122890.0
1814,94962.0
1815,24490.564560000003
1816,99969.0
1817,106761.0
1818,150246.0
1819,128001.0
1820,57841.0
1821,110650.0
1822,153170.0
1823,20345.482079999998
1824,129450.0
1825,136812.0
1826,105492.0
1827,100792.0
1828,135012.0
1829,114584.0
1830,146269.0
1831,147898.0
1832,77114.0
1833,138566.0
1834,121273.0
1835,124226.0
1836,128418.0
1837,85208.0
1838,128493.0
1839,102740.0
1840,155062.0
1841,142693.0
1842,90107.0
1843,130266.0
1844,135883.0
1845,136866.0
1846,154169.0
1847,165938.0
1848,26360.808320000004
1849,109680.0
1850,117382.0
1851,154898.0
1852,122193.0
1853,129415.0
1854,166389.0
1855,148082.0
1856,223974.0
1857,143801.0
1858,135226.0
1859,115294.0
1860,147427.0
1861,115383.0
1862,299490.0
1863,284715.0
1864,284926.0
1865,345116.0
1866,333608.0
1867,227674.0
1868,295533.0
1869,204770.0
1870,226166.0
1871,248242.0
1872,169765.0
1873,244265.0
1874,150420.0
1875,201685.0
1876,199321.0
1877,211678.0
1878,204519.0
1879,131104.0
1880,133498.0
1881,246458.0
1882,249213.0
1883,186601.0
1884,205865.0
1885,242536.0
1886,288234.0
1887,211076.0
1888,272312.0
1889,166816.0
1890,119608.0
1891,131001.0
